25:11.736,544225,V
25:16.686,546007,V
25:21.569,547765,V
25:26.408,549507,V
25:31.283,551262,V
25:36.203,553033,V
25:40.283,554502,V
27:06.997,585719,V
27:51.522,601748,V
27:53.058,602301,V
